"time","V","entity_id"
"2023-08-09T15:29:45.541+02:00","3.329","bat_caravan_cell_voltages_5"
"2023-08-09T15:29:45.545+02:00","3.331","bat_caravan_cell_voltages_6"
"2023-08-09T15:29:45.552+02:00","3.32","bat_caravan_cell_voltages_8"
"2023-08-09T15:29:48.568+02:00","3.329","bat_caravan_cell_voltages_2"
"2023-08-09T15:29:48.572+02:00","3.326","bat_caravan_cell_voltages_3"
"2023-08-09T15:29:48.576+02:00","3.334","bat_caravan_cell_voltages_4"
"2023-08-09T15:29:48.579+02:00","3.33","bat_caravan_cell_voltages_5"
"2023-08-09T15:29:48.583+02:00","3.33","bat_caravan_cell_voltages_6"
"2023-08-09T15:29:48.587+02:00","3.326","bat_caravan_cell_voltages_8"
"2023-08-09T15:29:51.631+02:00","3.33","bat_caravan_cell_voltages_2"
"2023-08-09T15:29:51.634+02:00","3.332","bat_caravan_cell_voltages_4"
"2023-08-09T15:29:51.637+02:00","3.324","bat_caravan_cell_voltages_8"
"2023-08-09T15:29:54.625+02:00","3.324","bat_caravan_cell_voltages_3"
"2023-08-09T15:29:54.629+02:00","3.329","bat_caravan_cell_voltages_5"
"2023-08-09T15:29:54.632+02:00","3.331","bat_caravan_cell_voltages_6"
"2023-08-09T15:29:54.635+02:00","3.327","bat_caravan_cell_voltages_7"
"2023-08-09T15:29:54.638+02:00","3.326","bat_caravan_cell_voltages_8"
"2023-08-09T15:29:57.644+02:00","3.325","bat_caravan_cell_voltages_3"
"2023-08-09T15:29:57.647+02:00","3.331","bat_caravan_cell_voltages_4"
"2023-08-09T15:29:57.649+02:00","3.33","bat_caravan_cell_voltages_5"
"2023-08-09T15:29:57.655+02:00","3.33","bat_caravan_cell_voltages_6"
"2023-08-09T15:29:57.659+02:00","3.33","bat_caravan_cell_voltages_7"
"2023-08-09T15:29:57.662+02:00","3.319","bat_caravan_cell_voltages_8"
"2023-08-09T15:30:00.691+02:00","3.329","bat_caravan_cell_voltages_2"
"2023-08-09T15:30:00.694+02:00","3.332","bat_caravan_cell_voltages_4"
"2023-08-09T15:30:00.703+02:00","3.327","bat_caravan_cell_voltages_5"
"2023-08-09T15:30:00.707+02:00","3.325","bat_caravan_cell_voltages_8"
"2023-08-09T15:30:03.719+02:00","3.324","bat_caravan_cell_voltages_1"
"2023-08-09T15:30:03.724+02:00","3.33","bat_caravan_cell_voltages_2"
"2023-08-09T15:30:03.727+02:00","3.33","bat_caravan_cell_voltages_5"
"2023-08-09T15:30:03.731+02:00","3.331","bat_caravan_cell_voltages_6"
"2023-08-09T15:30:06.755+02:00","3.325","bat_caravan_cell_voltages_1"
"2023-08-09T15:30:06.761+02:00","3.329","bat_caravan_cell_voltages_2"
"2023-08-09T15:30:06.768+02:00","3.33","bat_caravan_cell_voltages_6"
"2023-08-09T15:30:06.772+02:00","3.329","bat_caravan_cell_voltages_7"
"2023-08-09T15:30:09.809+02:00","3.33","bat_caravan_cell_voltages_7"
"2023-08-09T15:30:09.814+02:00","3.317","bat_caravan_cell_voltages_8"
"2023-08-09T15:30:12.842+02:00","3.33","bat_caravan_cell_voltages_2"
"2023-08-09T15:30:12.847+02:00","3.324","bat_caravan_cell_voltages_3"
"2023-08-09T15:30:12.856+02:00","3.325","bat_caravan_cell_voltages_8"
"2023-08-09T15:30:18.900+02:00","3.329","bat_caravan_cell_voltages_2"
"2023-08-09T15:30:18.904+02:00","3.325","bat_caravan_cell_voltages_3"
"2023-08-09T15:30:18.907+02:00","3.331","bat_caravan_cell_voltages_6"
"2023-08-09T15:30:18.910+02:00","3.32","bat_caravan_cell_voltages_8"
"2023-08-09T15:30:21.915+02:00","3.329","bat_caravan_cell_voltages_6"
"2023-08-09T15:30:24.960+02:00","3.326","bat_caravan_cell_voltages_3"
"2023-08-09T15:30:24.965+02:00","3.334","bat_caravan_cell_voltages_4"
"2023-08-09T15:30:24.969+02:00","3.331","bat_caravan_cell_voltages_6"
"2023-08-09T15:30:24.972+02:00","3.327","bat_caravan_cell_voltages_7"
"2023-08-09T15:30:24.976+02:00","3.325","bat_caravan_cell_voltages_8"
"2023-08-09T15:30:27.987+02:00","3.324","bat_caravan_cell_voltages_1"
"2023-08-09T15:30:27.990+02:00","3.33","bat_caravan_cell_voltages_2"
"2023-08-09T15:30:27.993+02:00","3.325","bat_caravan_cell_voltages_3"
"2023-08-09T15:30:27.999+02:00","3.329","bat_caravan_cell_voltages_6"
"2023-08-09T15:30:28.002+02:00","3.33","bat_caravan_cell_voltages_7"
"2023-08-09T15:30:28.009+02:00","3.326","bat_caravan_cell_voltages_8"
"2023-08-09T15:30:31.029+02:00","3.325","bat_caravan_cell_voltages_1"
"2023-08-09T15:30:31.032+02:00","3.329","bat_caravan_cell_voltages_2"
"2023-08-09T15:30:31.036+02:00","3.331","bat_caravan_cell_voltages_4"
"2023-08-09T15:30:31.040+02:00","3.329","bat_caravan_cell_voltages_5"
"2023-08-09T15:30:31.044+02:00","3.33","bat_caravan_cell_voltages_6"
"2023-08-09T15:30:31.047+02:00","3.329","bat_caravan_cell_voltages_7"
"2023-08-09T15:30:31.050+02:00","3.325","bat_caravan_cell_voltages_8"
"2023-08-09T15:30:34.043+02:00","3.33","bat_caravan_cell_voltages_2"
"2023-08-09T15:30:34.046+02:00","3.332","bat_caravan_cell_voltages_4"
"2023-08-09T15:30:34.050+02:00","3.33","bat_caravan_cell_voltages_5"
"2023-08-09T15:30:34.053+02:00","3.327","bat_caravan_cell_voltages_7"
"2023-08-09T15:30:34.056+02:00","3.326","bat_caravan_cell_voltages_8"
"2023-08-09T15:30:37.073+02:00","3.324","bat_caravan_cell_voltages_3"
"2023-08-09T15:30:37.075+02:00","3.329","bat_caravan_cell_voltages_7"
"2023-08-09T15:30:37.078+02:00","3.325","bat_caravan_cell_voltages_8"
"2023-08-09T15:30:40.100+02:00","3.324","bat_caravan_cell_voltages_1"
"2023-08-09T15:30:40.103+02:00","3.329","bat_caravan_cell_voltages_2"
"2023-08-09T15:30:40.107+02:00","3.325","bat_caravan_cell_voltages_3"
"2023-08-09T15:30:40.110+02:00","3.33","bat_caravan_cell_voltages_4"
"2023-08-09T15:30:43.172+02:00","3.325","bat_caravan_cell_voltages_1"
"2023-08-09T15:30:43.174+02:00","3.33","bat_caravan_cell_voltages_2"
"2023-08-09T15:30:43.176+02:00","3.326","bat_caravan_cell_voltages_3"
"2023-08-09T15:30:43.183+02:00","3.334","bat_caravan_cell_voltages_4"
"2023-08-09T15:30:43.194+02:00","3.33","bat_caravan_cell_voltages_7"
"2023-08-09T15:30:46.230+02:00","3.324","bat_caravan_cell_voltages_1"
"2023-08-09T15:30:46.233+02:00","3.329","bat_caravan_cell_voltages_2"
"2023-08-09T15:30:46.236+02:00","3.325","bat_caravan_cell_voltages_3"
"2023-08-09T15:30:46.240+02:00","3.332","bat_caravan_cell_voltages_4"
"2023-08-09T15:30:46.246+02:00","3.324","bat_caravan_cell_voltages_8"
"2023-08-09T15:30:49.245+02:00","3.325","bat_caravan_cell_voltages_1"
"2023-08-09T15:30:49.248+02:00","3.329","bat_caravan_cell_voltages_6"
"2023-08-09T15:30:49.252+02:00","3.32","bat_caravan_cell_voltages_8"
"2023-08-09T15:30:52.276+02:00","3.33","bat_caravan_cell_voltages_4"
"2023-08-09T15:30:52.281+02:00","3.33","bat_caravan_cell_voltages_6"
"2023-08-09T15:30:52.285+02:00","3.321","bat_caravan_cell_voltages_8"
"2023-08-09T15:30:55.307+02:00","3.33","bat_caravan_cell_voltages_2"
"2023-08-09T15:30:55.311+02:00","3.332","bat_caravan_cell_voltages_4"
"2023-08-09T15:30:55.318+02:00","3.326","bat_caravan_cell_voltages_8"
"2023-08-09T15:30:58.331+02:00","3.324","bat_caravan_cell_voltages_1"
"2023-08-09T15:30:58.339+02:00","3.327","bat_caravan_cell_voltages_7"
"2023-08-09T15:30:58.343+02:00","3.325","bat_caravan_cell_voltages_8"
"2023-08-09T15:31:01.362+02:00","3.325","bat_caravan_cell_voltages_1"
"2023-08-09T15:31:01.366+02:00","3.329","bat_caravan_cell_voltages_2"
"2023-08-09T15:31:01.370+02:00","3.334","bat_caravan_cell_voltages_4"
"2023-08-09T15:31:01.373+02:00","3.329","bat_caravan_cell_voltages_6"
"2023-08-09T15:31:01.377+02:00","3.33","bat_caravan_cell_voltages_7"
"2023-08-09T15:31:01.381+02:00","3.32","bat_caravan_cell_voltages_8"
"2023-08-09T15:31:04.378+02:00","3.33","bat_caravan_cell_voltages_2"
"2023-08-09T15:31:04.381+02:00","3.324","bat_caravan_cell_voltages_3"
"2023-08-09T15:31:04.385+02:00","3.332","bat_caravan_cell_voltages_4"
"2023-08-09T15:31:04.388+02:00","3.329","bat_caravan_cell_voltages_5"
"2023-08-09T15:31:04.392+02:00","3.331","bat_caravan_cell_voltages_6"
"2023-08-09T15:31:04.395+02:00","3.316","bat_caravan_cell_voltages_8"
"2023-08-09T15:31:07.427+02:00","3.325","bat_caravan_cell_voltages_3"
"2023-08-09T15:31:07.430+02:00","3.327","bat_caravan_cell_voltages_5"
"2023-08-09T15:31:07.433+02:00","3.33","bat_caravan_cell_voltages_6"
"2023-08-09T15:31:07.437+02:00","3.324","bat_caravan_cell_voltages_8"
"2023-08-09T15:31:10.448+02:00","3.324","bat_caravan_cell_voltages_1"
"2023-08-09T15:31:10.454+02:00","3.334","bat_caravan_cell_voltages_4"
"2023-08-09T15:31:10.457+02:00","3.33","bat_caravan_cell_voltages_5"
"2023-08-09T15:31:10.460+02:00","3.329","bat_caravan_cell_voltages_6"
"2023-08-09T15:31:10.464+02:00","3.322","bat_caravan_cell_voltages_8"
"2023-08-09T15:31:13.482+02:00","3.325","bat_caravan_cell_voltages_1"
"2023-08-09T15:31:13.483+02:00","3.327","bat_caravan_cell_voltages_2"
"2023-08-09T15:31:13.486+02:00","3.332","bat_caravan_cell_voltages_4"
"2023-08-09T15:31:13.488+02:00","3.331","bat_caravan_cell_voltages_6"
"2023-08-09T15:31:13.491+02:00","3.329","bat_caravan_cell_voltages_7"
"2023-08-09T15:31:13.494+02:00","3.326","bat_caravan_cell_voltages_8"
"2023-08-09T15:31:16.521+02:00","3.329","bat_caravan_cell_voltages_2"
"2023-08-09T15:31:16.526+02:00","3.324","bat_caravan_cell_voltages_3"
"2023-08-09T15:31:16.529+02:00","3.329","bat_caravan_cell_voltages_5"
"2023-08-09T15:31:16.532+02:00","3.33","bat_caravan_cell_voltages_6"
"2023-08-09T15:31:16.535+02:00","3.319","bat_caravan_cell_voltages_8"
"2023-08-09T15:31:19.534+02:00","3.33","bat_caravan_cell_voltages_2"
"2023-08-09T15:31:19.538+02:00","3.325","bat_caravan_cell_voltages_3"
"2023-08-09T15:31:19.543+02:00","3.33","bat_caravan_cell_voltages_5"
"2023-08-09T15:31:19.548+02:00","3.329","bat_caravan_cell_voltages_6"
"2023-08-09T15:31:19.553+02:00","3.33","bat_caravan_cell_voltages_7"
"2023-08-09T15:31:19.559+02:00","3.326","bat_caravan_cell_voltages_8"
"2023-08-09T15:31:22.560+02:00","3.327","bat_caravan_cell_voltages_2"
"2023-08-09T15:31:22.563+02:00","3.33","bat_caravan_cell_voltages_6"
"2023-08-09T15:31:22.570+02:00","3.329","bat_caravan_cell_voltages_7"
"2023-08-09T15:31:22.573+02:00","3.325","bat_caravan_cell_voltages_8"
"2023-08-09T15:31:25.596+02:00","3.329","bat_caravan_cell_voltages_2"
"2023-08-09T15:31:25.599+02:00","3.334","bat_caravan_cell_voltages_4"
"2023-08-09T15:31:25.602+02:00","3.33","bat_caravan_cell_voltages_7"
"2023-08-09T15:31:28.620+02:00","3.329","bat_caravan_cell_voltages_7"
"2023-08-09T15:31:31.639+02:00","3.33","bat_caravan_cell_voltages_2"
"2023-08-09T15:31:31.645+02:00","3.322","bat_caravan_cell_voltages_3"
"2023-08-09T15:31:31.651+02:00","3.329","bat_caravan_cell_voltages_6"
"2023-08-09T15:31:31.654+02:00","3.33","bat_caravan_cell_voltages_7"
"2023-08-09T15:31:31.658+02:00","3.326","bat_caravan_cell_voltages_8"
"2023-08-09T15:31:34.659+02:00","3.324","bat_caravan_cell_voltages_3"
"2023-08-09T15:31:34.662+02:00","3.329","bat_caravan_cell_voltages_5"
"2023-08-09T15:31:34.667+02:00","3.33","bat_caravan_cell_voltages_6"
"2023-08-09T15:31:34.670+02:00","3.329","bat_caravan_cell_voltages_7"
"2023-08-09T15:31:34.673+02:00","3.325","bat_caravan_cell_voltages_8"
"2023-08-09T15:31:37.690+02:00","3.329","bat_caravan_cell_voltages_2"
"2023-08-09T15:31:37.692+02:00","3.326","bat_caravan_cell_voltages_3"
"2023-08-09T15:31:37.697+02:00","3.332","bat_caravan_cell_voltages_4"
"2023-08-09T15:31:37.700+02:00","3.331","bat_caravan_cell_voltages_6"
"2023-08-09T15:31:37.704+02:00","3.33","bat_caravan_cell_voltages_7"
"2023-08-09T15:31:37.707+02:00","3.311","bat_caravan_cell_voltages_8"
"2023-08-09T15:31:40.759+02:00","3.33","bat_caravan_cell_voltages_2"
"2023-08-09T15:31:40.763+02:00","3.325","bat_caravan_cell_voltages_3"
"2023-08-09T15:31:40.768+02:00","3.334","bat_caravan_cell_voltages_4"
"2023-08-09T15:31:40.772+02:00","3.33","bat_caravan_cell_voltages_5"
"2023-08-09T15:31:40.777+02:00","3.33","bat_caravan_cell_voltages_6"
"2023-08-09T15:31:40.781+02:00","3.321","bat_caravan_cell_voltages_8"
"2023-08-09T15:31:43.764+02:00","3.329","bat_caravan_cell_voltages_5"
"2023-08-09T15:31:43.769+02:00","3.331","bat_caravan_cell_voltages_6"
"2023-08-09T15:31:43.774+02:00","3.324","bat_caravan_cell_voltages_8"
"2023-08-09T15:31:46.802+02:00","3.324","bat_caravan_cell_voltages_1"
"2023-08-09T15:31:46.807+02:00","3.326","bat_caravan_cell_voltages_3"
"2023-08-09T15:31:46.810+02:00","3.33","bat_caravan_cell_voltages_4"
"2023-08-09T15:31:46.813+02:00","3.33","bat_caravan_cell_voltages_5"
"2023-08-09T15:31:46.817+02:00","3.33","bat_caravan_cell_voltages_6"
"2023-08-09T15:31:46.820+02:00","3.316","bat_caravan_cell_voltages_8"
"2023-08-09T15:31:49.809+02:00","3.325","bat_caravan_cell_voltages_1"
"2023-08-09T15:31:49.812+02:00","3.327","bat_caravan_cell_voltages_2"
"2023-08-09T15:31:49.816+02:00","3.334","bat_caravan_cell_voltages_4"
"2023-08-09T15:31:49.819+02:00","3.327","bat_caravan_cell_voltages_6"
"2023-08-09T15:31:49.826+02:00","3.319","bat_caravan_cell_voltages_8"
"2023-08-09T15:31:52.880+02:00","3.33","bat_caravan_cell_voltages_2"
